Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 70-74, male","South Sudan","17843","18788","19767","20807","21925","23125","24414","25791","27232","28677","30366","32192","33852","35423","35792","35229","34045","31935","31485","32754","33961","34976","36272","38911","41953"
"Population ages 70-74, male","Spain","788067","809747","832609","855499","871370","879391","885440","881948","858426","818326","803773","803348","795239","818720","872770","910584","932773","965154","994374","1015310","1020881","1025104","1046169","1068835","1085852"
"Population ages 70-74, male","Sri Lanka","160843","163638","165918","167577","168892","170019","171376","173014","174915","177192","180239","184760","191414","192882","202927","214574","228383","243889","260260","275801","290239","304175","312780","317020","320758"
"Population ages 70-74, male","St. Kitts and Nevis","402","390","377","369","364","365","369","369","369","371","374","373","376","385","396","406","415","426","444","466","493","522","560","611","664"
"Population ages 70-74, male","St. Lucia","1206","1351","1484","1588","1637","1620","1558","1496","1459","1456","1482","1534","1600","1656","1704","1748","1794","1833","1864","1884","1891","1876","1877","1921","1987"
"Population ages 70-74, male","St. Martin (French part)","126","135","147","158","163","170","180","188","198","221","247","262","267","279","299","318","335","349","429","645","662","535","539","551","567"
"Population ages 70-74, male","St. Vincent and the Grenadines","940","962","992","1033","1076","1107","1125","1145","1168","1191","1211","1228","1222","1194","1184","1202","1236","1288","1346","1396","1420","1424","1434","1457","1492"
"Population ages 70-74, male","Sudan","115637","115993","116275","116481","116694","117192","118505","120763","123539","126702","130048","133675","138315","144126","151525","160507","170388","181378","192570","202747","212421","222388","233503","243185","251873"
"Population ages 70-74, male","Suriname","2872","3229","3623","4037","4244","4224","4173","4099","4027","4001","4024","4082","4162","4223","4236","4215","4187","4170","4206","4344","4581","4830","5121","5450","5721"
"Population ages 70-74, male","Sweden","165326","163921","163251","162146","160999","161031","162298","165126","169971","176893","183769","190273","199492","212073","226723","242530","257527","268425","273875","274427","270808","264525","258002","253245","249436"
"Population ages 70-74, male","Switzerland","117345","119482","121683","123704","125987","128441","130634","132342","134320","136690","138347","141533","147732","155307","163298","171447","178801","184089","187409","189215","189941","189410","189146","191297","195194"
"Population ages 70-74, male","Syrian Arab Republic","79964","81992","84034","86079","88012","89778","92494","96545","99235","100902","103374","105736","106409","104002","101114","100480","102576","106937","114153","121121","125235","128886","133102","137613","145372"
"Population ages 70-74, male","Tajikistan","33562","34410","34542","34151","33660","33301","33154","33367","33924","34594","35133","35207","34392","32609","30224","27870","26293","26081","27457","30198","33518","37175","41335","45626","49869"
"Population ages 70-74, male","Tanzania","121891","125121","128231","131327","134275","137314","140844","144937","149495","154477","159909","165955","172705","180194","188428","197398","206803","216102","224068","229696","233109","235048","236695","238675","240959"
"Population ages 70-74, male","Thailand","489680","515295","540629","567885","595181","621808","647312","670726","691994","711348","729662","746236","760324","774530","791652","813878","844143","885591","937816","995943","1056054","1117046","1175513","1229645","1281175"
"Population ages 70-74, male","Timor-Leste","2430","2690","2963","3155","3277","3550","3998","4501","5073","5733","6431","7057","7629","8204","8738","9229","9732","10249","10737","11144","11361","11263","10773","10085","9470"
"Population ages 70-74, male","Togo","19416","19884","20364","20865","21385","21916","22508","23149","23812","24502","25213","25979","26812","27738","28780","29928","31221","32637","34077","35444","36827","38288","39824","41477","43181"
"Population ages 70-74, male","Tonga","748","770","790","799","803","806","806","805","810","822","841","859","857","832","790","760","759","775","797","815","818","799","781","786","800"
"Population ages 70-74, male","Trinidad and Tobago","7620","7739","7882","8036","8194","7981","8099","8266","8486","8748","9148","9669","10256","10936","11728","12615","13599","14661","15671","16827","18146","19282","20306","21415","22560"
"Population ages 70-74, male","Tunisia","73673","77028","80620","84294","87981","91175","93246","94353","94890","94872","94510","94051","93503","92972","92752","93226","94647","97112","100676","106017","113770","122184","131362","142915","155931"
"Population ages 70-74, male","Turkiye","467100","491951","517685","542955","566621","587991","606587","616985","628561","634930","639322","642887","648389","658957","672447","687424","707296","730912","758805","801052","856495","924219","999021","1071328","1142224"
"Population ages 70-74, male","Turkmenistan","24125","24872","25055","24790","24408","24229","24428","25014","25792","26422","26570","25952","24397","22026","19355","17102","15800","15683","16731","18592","20754","22921","25777","29278","32774"
"Population ages 70-74, male","Turks and Caicos Islands","81","94","114","132","150","164","171","174","171","173","182","198","227","265","295","331","374","410","443","477","506","535","569","604","635"
"Population ages 70-74, male","Tuvalu","78","80","78","73","70","67","64","62","64","67","70","71","72","70","65","61","62","63","67","70","70","69","63","59","58"
"Population ages 70-74, male","Uganda","74158","73898","73515","72960","72116","71094","70003","68934","67959","67136","66513","66138","66066","66356","67471","69721","73243","78215","84769","93110","101358","108502","115154","120961","125541"
"Population ages 70-74, male","Ukraine","771761","773417","768225","722433","641145","599310","609834","646446","716740","785569","823473","809057","757695","670363","584514","515174","464292","469277","499492","552370","629882","695084","685852","665926","682768"
"Population ages 70-74, male","United Arab Emirates","7397","8501","9781","11225","12732","14134","14953","15326","15900","16969","18221","19728","21287","22185","22422","22721","23401","24388","25373","26246","26896","28410","29822","30208","29506"
"Population ages 70-74, male","United Kingdom","1075327","1075032","1074615","1074018","1075233","1080122","1090437","1107286","1131222","1157928","1173990","1175942","1182338","1203448","1232074","1266641","1340335","1446210","1528149","1573391","1596852","1598814","1560005","1521186","1510637"
"Population ages 70-74, male","United States","3841597","3858166","3854425","3838285","3837437","3850533","3886538","3954502","4047926","4129744","4195230","4298733","4486932","4732668","4992736","5233247","5525133","5874181","6170608","6431896","6703917","6883665","7001187","7183823","7441487"
"Population ages 70-74, male","Uruguay","47898","48218","48506","48807","49179","49586","49938","50185","50300","50286","50161","49944","49716","49555","49507","49575","49764","50125","50543","50864","51357","51785","52116","52970","54322"
"Population ages 70-74, male","Uzbekistan","166967","170300","168438","163760","160112","158806","159455","162496","166768","169588","170015","168798","166077","162600","159808","158398","158377","159949","164013","170488","182232","198900","216914","235708","255005"
"Population ages 70-74, male","Vanuatu","807","820","840","869","905","947","995","1045","1098","1155","1212","1265","1319","1373","1429","1488","1550","1608","1669","1729","1769","1804","1847","1891","1939"
"Population ages 70-74, male","Venezuela, RB","143568","147779","152557","158101","163872","169995","176132","182271","188351","194495","201009","207988","215599","223862","232691","242016","250939","258293","263866","269853","277371","286060","297350","311416","326690"
"Population ages 70-74, male","Viet Nam","499765","514159","534007","555894","572745","581751","583413","577235","565652","553822","544546","538715","537066","535206","534670","543204","559386","586219","626951","681808","754397","819675","873624","936725","1008778"
"Population ages 70-74, male","Virgin Islands (U.S.)","1113","1156","1212","1271","1333","1396","1459","1526","1603","1694","1818","1968","2120","2271","2417","2573","2732","2865","2965","3021","2979","2865","2764","2684","2629"
"Population ages 70-74, male","West Bank and Gaza","8389","8916","9524","10182","10852","11534","12228","12949","13711","14422","15094","15737","16343","16986","17721","18523","19420","20358","21328","22155","22908","23590","24359","25338","25865"
"Population ages 70-74, male","Yemen, Rep.","67803","70015","72319","74702","77129","79677","82414","85321","88352","91381","94391","97344","100111","102753","105524","108369","111437","114776","117280","118508","117586","115356","114432","115663","118957"
